Wall time,Step,Value
1691527179.029787,1,0.8933929204940796
1691527207.2982008,2,0.9693584442138672
1691527233.8918815,3,0.9731886386871338
1691527259.9605916,4,0.9798914790153503
1691527285.3890758,5,0.9821257591247559
