Wall time,Step,Value
1692269133.9707165,1,0.23631379008293152
1692269159.505142,2,0.08623845130205154
1692269185.8847516,3,0.0521402470767498
1692269212.2567306,4,0.03809288889169693
1692269239.106154,5,0.03454485535621643
