Wall time,Step,Value
1691527013.4388375,1,0.5701371431350708
1691527038.0789692,2,0.4645312428474426
1691527064.9754684,3,0.37616169452667236
1691527089.9451408,4,0.3060091733932495
1691527115.7077663,5,0.2607490122318268
