Wall time,Step,Value
1692268964.8220448,1,0.6900734305381775
1692268988.1903198,2,0.8033833503723145
1692269011.7616084,3,0.8624321818351746
1692269036.258076,4,0.8780721426010132
1692269061.34255,5,0.8981806635856628
