Wall time,Step,Value
1691526855.5456119,1,0.554887056350708
1691526878.218555,2,0.42752647399902344
1691526900.2648506,3,0.3366473615169525
1691526923.1631327,4,0.30060118436813354
1691526946.9724169,5,0.2567298412322998
