Wall time,Step,Value
1691527013.4418325,1,0.7018831968307495
1691527038.0799644,2,0.7915735840797424
1691527064.9764683,3,0.8458346724510193
1691527089.9451408,4,0.8700925707817078
1691527115.7077663,5,0.8882859945297241
