Wall time,Step,Value
1692489211.6307933,1,0.5603905320167542
1692489238.8989575,2,0.45259588956832886
1692489266.6373026,3,0.36006075143814087
1692489292.7117312,4,0.3131946325302124
1692489318.7400982,5,0.28735971450805664
