Wall time,Step,Value
1692268547.6535213,1,0.7168847918510437
1692268571.1637492,2,0.7819980978965759
1692268594.700627,3,0.8225343227386475
1692268618.720885,4,0.8490265011787415
1692268643.073457,5,0.8662623763084412
