Wall time,Step,Value
1693091645.8863966,1,0.011109840124845505
1693094264.7695377,2,0.011131731793284416
1693096882.6380205,3,0.0035461534280329943
1693099503.7682261,4,0.006399835459887981
1693102121.6273508,5,0.006509171798825264
1693104739.6355228,6,0.001776346703991294
1693107353.022536,7,0.004146819934248924
1693109959.341859,8,0.0027760451193898916
1693112568.8005192,9,0.0035318066366016865
1693115176.4267094,10,0.0024694486055523157
1693117784.3289716,11,0.001516488497145474
1693120390.7468731,12,0.00194919528439641
1693123009.2309854,13,0.002426460152491927
1693125621.1000373,14,0.002091778442263603
1693128238.4509583,15,0.0016599013470113277
