Wall time,Step,Value
1693177276.482296,1,0.001449695322662592
1693179914.2780137,2,0.0015422941651195288
1693182519.939747,3,0.0014323958894237876
1693185107.5737817,4,0.0008184945327229798
1693187705.8164372,5,0.00043922720942646265
1693190293.5563295,6,0.0007767798379063606
1693192880.1723185,7,0.0004200565454084426
1693195467.253778,8,0.0003383797302376479
1693198056.5774376,9,0.0005453147459775209
1693200634.8499703,10,0.0003305337158963084
1693203216.8202045,11,0.00042527809273451567
1693205797.9409277,12,0.00040082164923660457
1693208382.2236013,13,0.00035942564136348665
1693210959.795458,14,0.00029673808603547513
1693213539.745329,15,0.0003136186860501766
